transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment,predicted_intent,intent_confidence,predicted_resolution,resolution_confidence,resolution_signals,resolution_score,sentiment_score,consistency_score,efficiency_score,final_score,narrative
VS_0128,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,loan_escalation,0.4874,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0129,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4869,0.2384,-0.2486,0.4294,-0.2878,0.3901,loan_escalation,0.4676,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,55.06,51.41,66.67,73.47,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0130,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.5006,0.2384,-0.2623,0.4207,-0.2878,0.3873,billing_error,0.5428,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,54.08,49.69,83.33,74.5,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0131,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,loan_escalation,0.4903,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0132,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907,loan_escalation,0.4226,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.85,83.33,74.25,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0133,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.4218,-0.2878,0.3407,billing_error,0.5399,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,49.91,66.67,69.37,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0134,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,loan_escalation,0.4983,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0135,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907,loan_escalation,0.4511,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,48.03,83.33,73.88,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0136,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.5834,0.2712,-0.3123,0.4305,-0.2878,0.4189,billing_error,0.5349,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,50.51,51.63,66.67,72.15,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0137,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,billing_error,0.4799,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0138,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.4218,-0.2878,0.3073,loan_escalation,0.4237,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.91,66.67,72.59,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0139,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,billing_error,0.5313,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0140,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.5288,0.0386,-0.4902,0.387,-0.2878,0.3195,loan_escalation,0.4782,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,37.8,43.03,50.0,64.94,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0141,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907,loan_escalation,0.4252,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,48.03,83.33,73.88,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0142,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,billing_error,0.554,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0143,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,loan_escalation,0.4663,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0144,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3141,0.0386,-0.2755,0.387,-0.2878,0.2766,loan_escalation,0.4434,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,43.03,50.0,69.55,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0145,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.4643,0.0386,-0.4257,0.4123,-0.2878,0.3282,billing_error,0.5653,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,48.03,83.33,70.66,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0146,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.3376,0.0386,-0.299,0.387,-0.2878,0.2813,loan_escalation,0.4717,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,43.03,50.0,69.04,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0147,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.375,-0.2878,0.2584,loan_escalation,0.4344,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,40.66,66.67,70.74,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0148,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.4643,0.0386,-0.4257,0.375,-0.2878,0.2918,billing_error,0.6114,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,40.66,66.67,67.52,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0149,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.4759,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0150,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3141,0.0386,-0.2755,0.375,-0.2878,0.2584,loan_escalation,0.4495,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,40.66,66.67,70.74,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0151,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,21,0.4643,0.0386,-0.4257,0.387,-0.2878,0.3066,billing_error,0.5672,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,42.41,43.03,50.0,66.33,Call ended in resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0152,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,loan_escalation,0.5207,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0153,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4215,-0.2878,0.2907,loan_escalation,0.4294,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,49.85,83.33,74.25,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0154,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,billing_error,0.5312,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0155,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.4218,-0.2878,0.3125,loan_escalation,0.4966,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,49.91,66.67,72.09,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0156,volume,RESOLVED_SUPPORT,billing_error_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3141,0.0386,-0.2755,0.4123,-0.2878,0.2907,loan_escalation,0.4448,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,53.14,48.03,83.33,73.88,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0157,volume,RESOLVED_SUPPORT,billing_error_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,17,0.3376,0.0386,-0.299,0.4123,-0.2878,0.2966,billing_error,0.5318,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,48.03,83.33,73.38,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0158,volume,RESOLVED_SUPPORT,billing_error_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,billing_error,19,0.3376,0.0386,-0.299,0.375,-0.2878,0.2636,billing_error,0.4986,resolved,1.0,RESOLVED:customer_satisfaction | RESOLVED:resolution_confirmed,100.0,51.46,40.66,66.67,70.24,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
